Unnamed: 0,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,instalment_no_int,out_term,out_revenue
20155,7695872,9398002,10000,10000,10000,36,13.16,367.58,D,D3,4 years,RENT,60000,Verified,2019-10-01,Charged Off,n,house,18.52,0,1998-08-01,4,14,48,0.0,0.0,7029.96,7029.96,3750.83,2129.81,0.0,1149.32,206.88,2021-02-01,367.58,2021-07-01,0,1,INDIVIDUAL,277.77777777777777,22.497012,8269.45167096
20172,7695435,9397577,9125,9125,9125,36,10.99,298.7,B,B2,7 years,OWN,27000,Verified,2019-10-01,Charged Off,n,credit_card,21.91,0,1991-02-01,0,13,35,0.0,0.0,298.7,298.7,215.13,83.57,0.0,0.0,0.0,2019-12-01,298.7,2022-01-01,0,1,INDIVIDUAL,253.47222222222223,35.15126794520548,10499.683735232877
20177,7695291,9397437,22900,22900,22900,60,21.7,628.58,E,E2,< 1 year,OWN,64000,Verified,2019-10-01,Charged Off,n,major_purchase,20.22,0,1998-11-01,0,16,39,0.0,0.0,1882.74,1882.74,654.08,1228.66,0.0,0.0,0.0,2020-02-01,628.58,2022-01-01,1,1,INDIVIDUAL,381.6666666666667,58.28625327510916,36637.57308366812
20181,7695210,9397358,9900,9900,9900,36,14.3,339.81,C,C1,5 years,MORTGAGE,40000,Verified,2019-10-01,Charged Off,n,credit_card,16.17,0,2003-12-01,0,9,13,0.0,0.0,6794.51,6794.51,4211.52,1564.02,0.0,1018.97,183.41,2021-02-01,679.62,2021-07-01,0,1,INDIVIDUAL,275.0,20.685381818181817,7029.099595636363
20185,7695063,9397207,14000,14000,13950,60,15.61,337.56,C,C3,1 year,RENT,50000,Verified,2019-12-01,Charged Off,n,debt_consolidation,14.52,1,1989-11-01,1,12,28,0.0,0.0,3711.84,3698.59,1824.93,1886.91,0.0,0.0,0.0,2020-11-01,337.56,2022-01-01,0,1,INDIVIDUAL,233.33333333333334,52.178871428571426,17613.499839428572
20187,7695004,9397149,7200,7200,7200,36,13.16,265.83,D,D4,7 years,RENT,30000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,8.0,0,1999-10-01,1,6,9,0.0,0.0,1594.98,1594.98,929.34,665.64,0.0,0.0,0.0,2020-04-01,265.83,2022-01-01,0,1,INDIVIDUAL,200.0,31.3533,8334.647739
20193,7694950,9397094,16000,12000,16000,60,16.2,390.8,C,C4,2 years,RENT,81000,Verified,2019-10-01,Charged Off,n,debt_consolidation,19.87,0,1996-11-01,0,15,27,0.0,0.0,4298.76,4298.76,2057.97,2240.79,0.0,0.0,0.0,2020-09-01,390.8,2022-01-01,0,1,INDIVIDUAL,200.0,49.710150000000006,19426.72662
20200,7694808,9396951,35000,35000,35000,60,25.83,1044.4,G,G2,10+ years,MORTGAGE,103000,Verified,2019-10-01,Charged Off,n,credit_card,25.29,0,2002-05-01,2,14,38,0.0,0.0,14072.63,14072.63,2853.19,6535.13,0.0,4684.31,46.73,2020-07-01,1044.4,2020-12-01,0,1,INDIVIDUAL,583.3333333333334,55.10881714285714,57555.648624
20205,9145352,9396847,15000,15000,15000,36,10.99,491.01,B,B2,5 years,MORTGAGE,42000,Verified,2019-12-01,Charged Off,n,debt_consolidation,22.63,0,1999-09-01,0,7,16,0.0,0.0,6514.64,6514.64,3681.46,1252.15,0.0,1581.03,284.59,2020-12-01,24.56,2021-03-01,0,1,INDIVIDUAL,416.6666666666667,27.164496,13338.03918096
20206,7694692,9396839,20000,20000,20000,36,13.16,705.12,C,C4,6 years,RENT,55000,Verified,2019-10-01,Charged Off,n,credit_card,8.29,1,2007-08-01,1,10,22,0.0,0.0,11342.71,11342.71,5122.72,2633.4,0.0,3586.59,645.59,2020-09-01,705.12,2021-02-01,0,1,INDIVIDUAL,555.5555555555555,26.779104,18882.48181248
20227,7691294,9392578,18000,18000,18000,60,24.08,518.66,F,F2,7 years,RENT,55000,Verified,2019-10-01,Charged Off,n,debt_consolidation,15.91,4,2004-09-01,2,15,63,0.0,0.0,5186.04,5186.04,1724.49,3461.55,0.0,0.0,0.0,2020-08-01,518.66,2022-01-01,0,1,INDIVIDUAL,300.0,54.2517,28138.186722
20261,7690546,9391880,16000,16000,16000,36,17.76,576.52,D,D1,6 years,RENT,78000,Verified,2019-10-01,Charged Off,n,debt_consolidation,11.57,0,1999-01-01,0,13,26,0.0,0.0,8092.43,8092.43,4020.17,2321.23,28.83,1722.2,17.22,2020-09-01,1181.87,2021-02-01,0,1,INDIVIDUAL,444.44444444444446,26.954617499999998,15539.876081099997
20275,7690096,9391462,21250,21250,21250,60,16.2,519.02,C,C4,2 years,MORTGAGE,48000,Verified,2019-10-01,Charged Off,n,debt_consolidation,9.65,0,1997-12-01,0,7,19,0.0,0.0,8355.1,8355.1,2733.14,2976.08,0.0,2645.88,476.26,2020-10-01,519.02,2021-03-01,0,1,INDIVIDUAL,354.1666666666667,52.28289882352941,27135.870147388232
20307,7689077,9390549,10000,10000,10000,36,13.16,336.9,B,B4,10+ years,MORTGAGE,64000,Verified,2019-10-01,Charged Off,n,credit_card,7.28,0,1997-06-01,1,9,13,0.0,0.0,2916.34,2916.34,1167.22,515.76,0.0,1233.36,12.33,2020-03-01,336.9,2020-08-01,0,1,INDIVIDUAL,277.77777777777777,31.798008000000003,10712.7488952
20313,7688960,9390452,20000,20000,20000,60,13.16,571.89,F,F1,10+ years,MORTGAGE,72000,Verified,2019-10-01,Charged Off,n,debt_consolidation,12.65,1,1997-07-01,3,15,36,0.0,0.0,14686.99,14686.99,8088.55,6598.44,0.0,0.0,0.0,2021-06-01,700.0,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,35.734350000000006,20436.117421500003
20315,7688917,9390422,15000,15000,15000,36,18.55,546.44,D,D2,9 years,MORTGAGE,68000,Verified,2019-10-01,Charged Off,n,small_business,11.14,0,1993-06-01,0,6,17,0.0,0.0,10103.08,10103.08,6189.55,3886.21,27.32,0.0,0.0,2021-07-01,750.0,2022-01-01,0,1,INDIVIDUAL,416.6666666666667,21.14508,11554.517515200001
20334,7688590,9390110,4375,4375,4375,36,10.99,143.22,B,B2,4 years,RENT,30000,Verified,2019-10-01,Charged Off,n,home_improvement,2.55,0,2003-05-01,0,7,11,0.0,0.0,2434.74,2434.74,1888.15,546.59,0.0,0.0,0.0,2021-03-01,143.22,2022-01-01,0,1,INDIVIDUAL,121.52777777777777,20.463222857142856,2930.7427776
20338,7688470,9390000,14000,14000,14000,36,17.1,499.84,C,C5,10+ years,MORTGAGE,62000,Verified,2019-10-01,Charged Off,n,credit_card,12.6,0,1999-02-01,2,9,15,0.0,0.0,9567.26,9567.26,5354.81,2642.63,0.0,1569.82,282.57,2021-02-01,499.84,2021-07-01,0,1,INDIVIDUAL,388.8888888888889,22.230488571428566,11111.687407542853
20345,7688329,9389865,6250,6250,6250,36,19.52,230.75,D,D4,4 years,RENT,37000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,18.29,0,2006-09-01,2,9,18,0.0,0.0,3692.0,3692.0,2337.48,1354.52,0.0,0.0,0.0,2021-02-01,230.75,2022-01-01,0,1,INDIVIDUAL,173.61111111111111,22.5361152,5200.2085824000005
20346,7688285,9389830,28000,28000,28000,60,15.1,667.59,C,C2,10+ years,MORTGAGE,80000,Verified,2019-11-01,Charged Off,n,credit_card,25.7,0,2000-05-01,1,15,35,0.0,0.0,13351.17,13351.17,7118.63,6232.54,0.0,0.0,0.0,2021-07-01,667.59,2022-01-01,0,1,INDIVIDUAL,466.6666666666667,44.74579285714285,29871.8438535
20364,7687744,9389347,13250,13250,13250,60,25.83,395.38,G,G2,10+ years,MORTGAGE,56000,Verified,2019-10-01,Charged Off,n,debt_consolidation,21.09,0,1997-09-01,2,12,33,0.0,0.0,5702.4,5702.4,1213.75,2736.33,0.0,1752.32,17.52,2020-08-01,395.38,2021-01-01,0,1,INDIVIDUAL,220.83333333333334,54.50377358490566,21549.701999999997
20368,7687681,9389291,2600,2600,2600,36,8.6,82.2,A,A4,10+ years,MORTGAGE,46544,Verified,2019-10-01,Charged Off,n,debt_consolidation,23.49,2,1976-03-01,0,24,53,0.0,0.0,872.81,872.81,454.65,120.75,0.0,297.41,2.97,2020-05-01,82.2,2020-10-01,0,1,INDIVIDUAL,72.22222222222223,29.70484615384615,2441.7383538461536
20379,7687433,9389086,18000,18000,18000,36,17.76,648.58,D,D1,10+ years,RENT,63000,Verified,2019-10-01,Charged Off,n,credit_card,24.32,0,2004-11-01,0,14,19,0.0,0.0,10824.15,10824.15,5896.84,3183.04,0.0,1744.27,313.97,2020-12-01,648.58,2021-05-01,0,1,INDIVIDUAL,500.0,24.206319999999998,15699.735025599999
20384,7687275,9388960,28000,28000,28000,60,20.2,744.95,D,D5,10+ years,MORTGAGE,110000,Verified,2019-10-01,Charged Off,n,credit_card,21.98,0,1984-09-01,0,13,28,0.0,0.0,14154.05,14154.05,6066.78,8087.27,0.0,0.0,0.0,2021-05-01,744.95,2021-12-01,0,1,INDIVIDUAL,466.6666666666667,46.99975714285714,35012.46908357143
20390,7687101,9388823,33950,12000,33950,36,24.99,1349.67,F,F4,5 years,RENT,140000,Verified,2019-10-01,Charged Off,n,other,17.19,2,1991-07-01,1,7,28,0.0,0.0,19940.42,19940.42,8658.36,7535.28,0.0,3746.78,674.42,2020-11-01,1349.67,2021-03-01,0,1,INDIVIDUAL,333.3333333333333,10.024919999999998,13530.333776399999
20406,7686312,9388360,18475,18475,18475,36,21.7,507.12,E,E2,10+ years,RENT,42368,Verified,2019-10-01,Charged Off,n,debt_consolidation,26.82,0,1994-11-01,0,11,23,0.0,0.0,6978.41,6978.41,1674.62,2888.94,0.0,2414.85,24.15,2020-07-01,507.12,2020-12-01,0,1,INDIVIDUAL,513.1944444444445,32.73687036535859,16601.52169968065
20426,7685945,9388006,3625,3625,3625,36,13.16,125.84,C,C2,2 years,MORTGAGE,35000,Verified,2019-10-01,Charged Off,n,debt_consolidation,26.5,0,2004-08-01,1,15,17,0.0,0.0,1384.24,1384.24,940.15,444.09,0.0,0.0,0.0,2020-09-01,125.84,2022-01-01,0,1,INDIVIDUAL,100.69444444444444,26.663337931034484,3355.3144452413794
20442,7685221,9387333,8000,8000,8000,36,9.99,258.1,B,B1,10+ years,MORTGAGE,35000,Not Verified,2019-10-01,Charged Off,n,credit_card,12.55,0,1998-06-01,0,8,24,0.0,0.0,3646.27,3646.27,2194.91,642.19,0.0,809.17,8.09,2020-09-01,258.1,2021-02-01,0,1,INDIVIDUAL,222.22222222222223,26.122905,6742.3217805
20454,7685033,9387158,6400,6400,6400,36,19.2,235.25,D,D3,10+ years,RENT,33000,Verified,2019-10-01,Charged Off,n,credit_card,24.18,0,2008-05-01,1,8,10,0.0,0.0,2850.12,2850.12,1274.5,841.71,0.0,733.91,7.34,2020-07-01,235.25,2020-12-01,0,1,INDIVIDUAL,177.77777777777777,28.8309375,6782.4780468750005
20455,7685016,9387140,11025,11025,11025,36,15.61,385.49,C,C3,10+ years,MORTGAGE,39385,Verified,2019-10-01,Charged Off,n,debt_consolidation,29.71,0,1989-12-01,0,11,19,0.0,0.0,4696.13,4696.13,2293.89,1172.96,0.0,1229.28,12.29,2020-07-01,385.49,2020-12-01,0,1,INDIVIDUAL,306.25,28.50974693877551,10990.222347428571
20456,7685014,9387138,12000,12000,12000,36,10.99,392.81,B,B2,2 years,RENT,170000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,4.25,0,1995-12-01,0,15,27,0.0,0.0,3428.23,3428.23,1438.04,522.37,0.0,1467.82,14.68,2020-03-01,392.81,2020-08-01,0,1,INDIVIDUAL,333.3333333333333,31.68588,12446.5305228
20464,7684854,9386990,12000,12000,12000,60,16.2,293.1,C,C4,10+ years,MORTGAGE,54000,Verified,2019-10-01,Charged Off,n,debt_consolidation,33.24,0,1984-04-01,0,11,46,0.0,0.0,2930.96,2930.96,1393.56,1537.4,0.0,0.0,0.0,2020-08-01,293.1,2022-01-01,0,1,INDIVIDUAL,200.0,53.0322,15543.737820000002
20466,7684782,9386923,30000,30000,30000,60,17.76,757.9,D,D1,4 years,MORTGAGE,72000,Verified,2019-11-01,Charged Off,n,debt_consolidation,14.6,0,2001-06-01,0,7,17,0.0,0.0,15155.33,15155.33,7243.12,7912.21,0.0,0.0,0.0,2021-07-01,757.9,2022-01-01,0,1,INDIVIDUAL,500.0,45.513760000000005,34494.878704
20477,7684577,9386727,17625,17625,17625,60,15.1,420.23,C,C2,3 years,MORTGAGE,40000,Verified,2019-10-01,Charged Off,n,debt_consolidation,29.46,0,2001-12-01,2,8,25,0.0,0.0,3781.95,3781.95,1878.57,1903.38,0.0,0.0,0.0,2020-07-01,420.23,2022-01-01,0,1,INDIVIDUAL,293.75,53.60486808510638,22526.373715404257
20486,7681229,9382636,8000,8000,8000,60,21.7,219.59,E,E2,4 years,OWN,50000,Verified,2019-10-01,Charged Off,n,debt_consolidation,23.71,0,1999-09-01,3,9,12,0.0,0.0,4936.62,4936.62,1475.16,2256.27,0.0,1205.19,216.93,2021-03-01,219.59,2021-08-01,0,1,INDIVIDUAL,133.33333333333334,48.936299999999996,10745.922117
20490,7681098,9382514,6000,6000,6000,36,19.2,220.55,D,D3,3 years,MORTGAGE,75000,Verified,2019-10-01,Charged Off,n,small_business,23.76,0,2000-10-01,1,21,35,0.0,0.0,3086.38,3086.38,1936.41,1149.97,0.0,0.0,0.0,2020-12-01,220.55,2022-01-01,0,1,INDIVIDUAL,166.66666666666666,24.38154,5377.348647000001
20498,7680896,9382326,4800,4800,4800,36,17.1,171.38,C,C5,10+ years,MORTGAGE,55000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,23.19,0,2002-05-01,1,36,62,0.0,0.0,2756.44,2756.44,1833.87,907.57,15.0,0.0,0.0,2021-02-01,357.76,2022-01-01,0,1,INDIVIDUAL,133.33333333333334,22.245974999999998,3812.5151954999997
20518,7680437,9381883,5000,5000,5000,36,20.2,186.33,D,D5,< 1 year,OWN,42000,Not Verified,2019-10-01,Charged Off,n,other,11.06,0,2004-08-01,0,12,16,0.0,0.0,1767.43,1767.43,558.87,559.12,14.98,634.45,6.34,2020-05-01,186.97,2020-09-01,0,1,INDIVIDUAL,138.88888888888889,31.976136,5958.11342088
20526,7680146,9381609,15000,15000,15000,36,10.99,491.01,B,B2,10+ years,MORTGAGE,62000,Verified,2019-10-01,Charged Off,n,debt_consolidation,17.85,0,1996-02-01,3,12,17,0.0,0.0,9322.95,9322.95,7298.15,2024.8,0.0,0.0,0.0,2021-05-01,491.01,2022-01-01,0,1,INDIVIDUAL,416.6666666666667,18.48444,9076.0448844
20535,7679960,9381432,5000,5000,5000,36,10.99,163.67,B,B2,3 years,OWN,60000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,21.87,2,1989-07-01,1,10,25,0.0,0.0,2613.84,2613.84,1632.36,508.27,0.0,473.21,85.18,2020-11-01,163.67,2021-04-01,0,1,INDIVIDUAL,138.88888888888889,24.247008000000005,3968.5077993600003
20564,7679356,9380869,8000,8000,8000,36,7.62,249.3,A,A3,10+ years,MORTGAGE,79000,Verified,2019-10-01,Charged Off,n,debt_consolidation,3.75,0,1975-12-01,1,12,29,0.0,0.0,4731.94,4731.94,3991.17,740.77,0.0,0.0,0.0,2021-05-01,249.3,2021-12-01,0,1,INDIVIDUAL,222.22222222222223,18.039735,4497.3059355000005
20574,7678961,9380510,20000,20000,19950,36,11.99,664.2,B,B3,10+ years,MORTGAGE,78500,Verified,2019-10-01,Charged Off,n,credit_card,18.65,1,2000-05-01,0,17,41,0.0,0.0,12619.28,12587.73,9547.02,3072.26,0.0,0.0,0.0,2021-06-01,664.2,2021-12-01,0,1,INDIVIDUAL,555.5555555555555,18.815364,12497.1647688
20579,7678849,9380409,35000,35000,35000,60,23.7,1000.8,F,F1,10+ years,RENT,135000,Verified,2019-10-01,Charged Off,n,debt_consolidation,25.0,0,2000-04-01,0,24,42,0.0,0.0,20014.68,20014.68,7502.14,12512.54,0.0,0.0,0.0,2021-06-01,1000.8,2022-01-01,0,1,INDIVIDUAL,583.3333333333334,47.13918857142857,47176.89992228571
20603,7678174,9379795,8500,8500,8500,60,23.1,240.11,E,E4,4 years,RENT,35000,Verified,2019-10-01,Charged Off,n,debt_consolidation,22.46,0,1998-07-01,1,12,18,0.0,0.0,4558.93,4558.93,1733.65,2825.28,0.0,0.0,0.0,2021-05-01,240.11,2021-12-01,0,1,INDIVIDUAL,141.66666666666666,47.7624705882353,11468.246812941179
20613,7677976,9379619,1400,1400,1400,36,14.3,48.06,C,C1,2 years,RENT,51216,Not Verified,2019-10-01,Charged Off,n,home_improvement,27.11,0,2005-03-01,0,27,55,0.0,0.0,1279.63,1279.63,1132.34,147.29,0.0,0.0,0.0,2020-11-01,100.0,2022-01-01,0,1,INDIVIDUAL,38.888888888888886,6.882685714285717,330.7818754285716
20614,7677969,9379613,20000,12000,20000,36,19.2,735.15,D,D3,6 years,MORTGAGE,92000,Verified,2019-10-01,Charged Off,n,credit_card,32.12,2,1992-09-01,1,13,31,0.0,0.0,16176.47,16176.47,10507.52,5653.95,15.0,0.0,0.0,2021-11-01,740.0,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,4.477439999999999,3291.590015999999
20619,7677803,9379460,13000,13000,13000,36,12.99,437.96,B,B4,10+ years,MORTGAGE,95000,Not Verified,2019-10-01,Charged Off,n,credit_card,6.91,0,1997-04-01,0,8,30,0.0,0.0,9217.54,9217.54,6988.47,2229.07,0.0,0.0,0.0,2021-07-01,437.96,2022-01-01,0,1,INDIVIDUAL,361.1111111111111,16.647313846153846,7290.857572061538
20630,7677397,9379115,17500,17500,17500,36,19.2,643.26,D,D3,< 1 year,RENT,50000,Verified,2019-10-01,Charged Off,n,debt_consolidation,24.22,0,1997-01-01,0,5,11,0.0,0.0,3858.72,3858.72,2268.14,1590.58,0.0,0.0,0.0,2020-04-01,643.26,2022-01-01,0,1,INDIVIDUAL,486.1111111111111,31.334112,20155.98088512
20631,7677356,9379078,16000,16000,16000,36,12.99,539.03,B,B4,8 years,MORTGAGE,43000,Verified,2019-10-01,Charged Off,n,debt_consolidation,24.67,0,2004-10-01,0,9,19,0.0,0.0,13352.7,13352.7,5076.7,1929.85,0.0,6346.15,1142.31,2020-11-01,539.03,2022-01-01,0,1,INDIVIDUAL,444.44444444444446,24.577424999999998,13247.96939775
20654,7676616,9378518,21000,21000,21000,36,21.7,798.75,E,E2,8 years,RENT,64000,Verified,2019-10-01,Charged Off,n,debt_consolidation,20.94,6,1999-09-01,3,13,23,0.0,0.0,15975.0,15975.0,9988.54,5986.46,0.0,0.0,0.0,2021-06-01,798.75,2021-12-01,0,1,INDIVIDUAL,583.3333333333334,18.87678857142857,15077.83487142857
20664,7676220,9378297,14000,14000,14000,36,16.2,341.95,C,C4,10+ years,MORTGAGE,96000,Verified,2019-10-01,Charged Off,n,credit_card,5.55,1,2001-11-01,0,7,16,0.0,0.0,7180.79,7180.79,3684.92,3495.87,0.0,0.0,0.0,2021-07-01,341.95,2022-01-01,0,1,INDIVIDUAL,388.8888888888889,26.524491428571427,9070.049844
20674,7676028,9378116,15000,15000,15000,60,23.4,426.32,E,E5,10+ years,MORTGAGE,39000,Verified,2019-10-01,Charged Off,n,debt_consolidation,18.68,0,1995-02-01,0,7,15,0.0,0.0,4262.44,4262.44,1461.7,2800.74,0.0,0.0,0.0,2020-08-01,426.32,2022-01-01,0,1,INDIVIDUAL,250.0,54.1532,23086.592224
20683,7675669,9377774,3500,3500,3500,36,19.2,128.66,D,D3,< 1 year,RENT,40000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,16.08,0,2006-12-01,2,14,28,0.0,0.0,2572.76,2572.76,1696.56,876.2,0.0,0.0,0.0,2021-06-01,128.66,2021-12-01,0,1,INDIVIDUAL,97.22222222222223,18.549668571428573,2386.6003584
20688,7675512,9377621,35000,35000,35000,60,13.16,960.71,E,E2,10+ years,MORTGAGE,91686,Verified,2019-10-01,Charged Off,n,debt_consolidation,30.87,0,1989-08-01,1,11,20,0.0,0.0,19863.75,19863.75,5590.64,8819.49,0.0,5453.62,981.65,2021-01-01,960.71,2021-06-01,0,1,INDIVIDUAL,583.3333333333334,50.416045714285715,48435.19927817143
20690,7675488,9377597,25000,25000,25000,36,23.4,972.97,E,E5,10+ years,RENT,132000,Verified,2019-10-01,Charged Off,n,debt_consolidation,8.21,0,2008-05-01,1,6,11,0.0,0.0,19390.92,19390.92,9674.45,6864.96,0.0,2851.51,513.27,2021-03-01,972.97,2021-08-01,0,1,INDIVIDUAL,694.4444444444445,22.068792,21472.27255224
20723,7674712,9376854,8325,12000,8325,36,19.52,307.36,D,D4,3 years,RENT,24000,Verified,2019-10-01,Charged Off,n,debt_consolidation,34.8,0,1981-10-01,0,13,26,0.0,0.0,7009.69,7009.69,4496.3,1803.18,0.0,710.21,127.84,2021-04-01,325.0,2021-09-01,0,1,INDIVIDUAL,333.3333333333333,22.5111,6919.011696
20725,7674700,9376842,25000,25000,25000,36,20.2,931.64,D,D5,5 years,MORTGAGE,367000,Verified,2019-10-01,Charged Off,n,debt_consolidation,18.15,0,1995-03-01,3,14,23,0.0,0.0,7852.15,7852.15,2641.28,2016.56,0.0,3194.31,31.94,2020-03-01,931.64,2020-08-01,0,1,INDIVIDUAL,694.4444444444445,32.1965568,29995.600177152002
20735,7669832,9351719,10000,10000,10000,36,13.16,343.24,C,C1,7 years,MORTGAGE,48000,Verified,2019-10-01,Charged Off,n,debt_consolidation,27.93,0,2001-02-01,0,7,35,0.0,0.0,7114.4,7114.4,3655.68,1491.72,0.0,1967.0,354.06,2021-01-01,343.24,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,22.839552,7839.447828480001
20767,7669334,9351240,12000,12000,12000,36,9.99,387.15,B,B1,10+ years,MORTGAGE,43000,Verified,2019-10-01,Charged Off,n,debt_consolidation,26.96,0,1997-02-01,0,9,35,0.0,0.0,2361.45,2361.45,576.46,197.26,0.0,1587.73,15.88,2019-12-01,387.15,2020-05-01,0,1,INDIVIDUAL,333.3333333333333,34.27062000000001,13267.870533000003
20777,7669115,9351045,1200,1200,1200,36,16.2,42.31,C,C4,2 years,OWN,35000,Not Verified,2019-10-01,Charged Off,n,credit_card,26.91,0,2001-12-01,0,12,13,0.0,0.0,761.58,761.58,528.0,233.58,0.0,0.0,0.0,2021-04-01,42.31,2022-01-01,0,1,INDIVIDUAL,33.333333333333336,20.16,852.9696
20790,7668906,9350844,24000,24000,24000,60,22.4,668.33,E,E3,10+ years,MORTGAGE,89000,Verified,2019-10-01,Charged Off,n,debt_consolidation,23.57,0,1994-01-01,0,13,36,0.0,0.0,12494.44,12494.44,2662.61,4687.9,0.0,5143.93,925.91,2020-09-01,668.33,2021-02-01,0,1,INDIVIDUAL,400.0,53.343475,35651.04464675
20797,7668840,9350780,4500,4500,4500,36,18.55,163.94,D,D2,3 years,RENT,35000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,15.53,0,2004-01-01,0,10,14,0.0,0.0,1490.45,1490.45,903.61,571.84,15.0,0.0,0.0,2020-07-01,163.94,2022-01-01,0,1,INDIVIDUAL,125.0,28.77112,4716.7374128
20812,7668535,9350495,17000,17000,16975,36,8.9,539.81,A,A5,8 years,OWN,96000,Verified,2019-11-01,Charged Off,n,debt_consolidation,22.17,0,2003-03-01,1,19,30,0.0,0.0,10252.97,10237.9,8405.6,1847.37,0.0,0.0,0.0,2021-06-01,539.81,2022-01-01,0,1,INDIVIDUAL,472.22222222222223,18.19990588235294,9824.49119435294
20813,7668532,9350494,10000,10000,10000,60,25.57,296.87,F,F5,1 year,RENT,45000,Verified,2019-10-01,Charged Off,n,credit_card,30.85,0,2006-12-01,2,24,37,0.0,0.0,3467.8,3467.8,529.88,1548.21,0.0,1389.71,13.9,2020-06-01,298.23,2020-10-01,0,1,INDIVIDUAL,166.66666666666666,56.82072000000001,16868.367146400004
20854,7667479,9349509,30000,30000,30000,60,21.7,823.46,E,E2,1 year,MORTGAGE,102500,Verified,2019-10-01,Charged Off,n,credit_card,22.51,0,1989-07-01,1,22,58,0.0,0.0,14494.26,14494.26,4076.28,6628.7,0.0,3789.28,37.89,2020-11-01,823.46,2021-04-01,0,1,INDIVIDUAL,500.0,51.84744,42694.2929424
20860,7667422,9349455,4800,4800,4800,36,19.2,176.44,D,D3,7 years,RENT,118000,Verified,2019-10-01,Charged Off,n,debt_consolidation,17.54,0,2002-11-01,1,9,22,0.0,0.0,2624.29,2624.29,1306.72,810.56,0.0,507.01,5.07,2020-10-01,176.44,2021-03-01,0,1,INDIVIDUAL,133.33333333333334,26.199599999999997,4622.657423999999
20868,7667064,9349118,32000,32000,32000,60,19.52,839.29,D,D4,< 1 year,RENT,90000,Verified,2019-10-01,Charged Off,n,credit_card,20.27,0,1983-02-01,1,19,49,0.0,0.0,12634.04,12634.04,1989.58,6487.69,20.67,4136.1,41.36,2020-12-01,434.65,2020-12-01,0,1,INDIVIDUAL,533.3333333333334,56.26953749999999,47226.46012837499
20870,7667018,9349076,10000,10000,9950,36,13.67,340.18,B,B5,3 years,RENT,43000,Not Verified,2019-10-01,Charged Off,n,debt_consolidation,9.82,0,2004-05-01,0,18,37,0.0,0.0,6479.99,6447.59,4762.39,1700.59,17.01,0.0,0.0,2021-05-01,340.18,2021-12-01,0,1,INDIVIDUAL,277.77777777777777,18.855396,6414.228611279999
20872,7666994,9349051,22000,22000,22000,60,20.2,585.32,D,D5,10+ years,RENT,125000,Verified,2019-12-01,Charged Off,n,credit_card,11.8,0,2007-11-01,2,10,14,0.0,0.0,8709.05,8709.05,2320.21,3532.89,0.0,2855.95,514.07,2020-11-01,585.32,2021-03-01,0,1,INDIVIDUAL,366.6666666666667,53.672154545454546,31415.385498545456
20897,7666527,9348603,15000,15000,15000,36,23.1,581.43,E,E4,7 years,OWN,75000,Verified,2019-10-01,Charged Off,n,debt_consolidation,26.14,0,1999-05-01,0,21,38,0.0,0.0,8074.91,8074.91,3547.29,2847.16,0.0,1680.46,16.8,2020-09-01,581.43,2021-02-01,0,1,INDIVIDUAL,416.6666666666667,27.486503999999996,15981.478020719996
20920,7665819,9347916,9600,9600,9600,36,17.1,342.75,C,C5,10+ years,MORTGAGE,42000,Verified,2019-10-01,Charged Off,n,debt_consolidation,27.03,0,1990-03-01,1,7,24,0.0,0.0,7157.35,7157.35,5000.62,2156.73,0.0,0.0,0.0,2021-06-01,342.75,2021-12-01,0,1,INDIVIDUAL,266.6666666666667,17.247674999999997,5911.640606249999
20949,7665296,9347419,18825,18825,18825,60,24.08,542.44,F,F2,4 years,RENT,43000,Verified,2019-10-01,Charged Off,n,debt_consolidation,27.13,0,2010-04-01,2,8,18,0.0,0.0,11149.12,11149.12,3992.16,7156.96,0.0,0.0,0.0,2021-08-01,301.0,2021-12-01,0,1,INDIVIDUAL,313.75,47.27598406374502,25644.38479553785
20998,7659644,9341516,20000,20000,20000,36,14.3,686.48,C,C1,10+ years,MORTGAGE,72000,Verified,2019-10-01,Charged Off,n,debt_consolidation,17.22,0,1996-11-01,1,15,19,0.0,0.0,9606.2,9606.2,6780.97,2825.23,0.0,0.0,0.0,2020-12-01,686.48,2022-01-01,0,1,INDIVIDUAL,555.5555555555555,23.794254,16334.27948592
